user_id,time_to_first_click_sec,hover_time_sec,hover_count,mean_mouse_speed_px_s,slow_movement_ratio,reopen_count,sender_checked,time_to_report_sec,clicked_link,_profile_score_debug_only
user_00050,23.77316635146782,,1.0,,0.16728794131125602,1.0,1.0,206.49105063464617,0,0.6295333555533423
user_00051,41.78247368474206,2.2085312628452773,2.0,1038.808206949714,0.3875512091783611,0.0,0.0,,1,0.34063519267945497
user_00052,25.70654543283268,59.388090395563,1.0,304.4609346258653,0.5452468516307338,0.0,1.0,57.61179132623985,0,0.3040930955236225
user_00053,30.478093221465087,3.593550001332861,0.0,223.33559796058748,0.5644348427885422,0.0,1.0,,1,0.3111411271696479
user_00054,,1.0,0.0,473.96759085268906,0.3093190720773767,0.0,1.0,,1,0.3441028868465509
user_00055,34.59491757948916,4.581082657216132,6.0,193.2652497323953,0.5013802751505542,1.0,,119.02015264037273,0,0.2456997901957094
user_00056,25.66451417697646,1.6792019927637687,1.0,11023.811408011794,0.8001090813164218,1.0,0.0,49.30896722740255,0,0.15160786503260504
user_00057,17.741906560290193,1.0,2.0,609.325340714695,0.3515999126209648,0.0,0.0,,1,0.6785149298875214
user_00058,30.894026371085566,1.3712977809705083,1.0,412.70457439497574,0.40255790696022936,0.0,1.0,73.68433144833115,0,0.3591228784966159
user_00059,27.64766551303363,,3.0,332.3491039074412,0.6406946433942362,1.0,1.0,30.77706580902636,0,0.20385390904240427
user_00060,13.315329683119536,1.0,0.0,378.29180464661863,0.24145930417577932,0.0,0.0,578.7041479238328,0,0.7392226242068652
user_00061,18.60583766794293,1.0,1.0,448.0006823688797,0.17036274073371863,0.0,0.0,,1,0.6583673722791836
user_00062,15.780815542505175,2.6452416872159756,3.0,629.4707482542298,0.39178430804011716,0.0,0.0,,1,0.6501733175272068
user_00063,,1.9346962530393674,,173.55469715455592,0.5362848603186365,0.0,1.0,25.515680024370365,0,0.31532307740937143
user_00064,31.75326380235579,3.986859382258114,1.0,317.2368734433623,0.6530389860647321,0.0,1.0,50.24590312646379,0,0.28999729571894806
user_00065,16.289390831661915,1.8475006146703825,1.0,254.36883380304337,0.4311870076135953,0.0,0.0,83.14737646573734,0,0.23140032053231682
user_00066,19.595225427913388,1.0370783548405533,4.0,424.50870384227824,0.5515726520247232,1.0,0.0,,1,0.4611160951011653
user_00067,31.254599613506933,2.0500403926426607,2.0,465.5838983968097,0.24820681054869917,0.0,0.0,,1,0.5203497806170845
user_00068,11.290015971410249,7.235464385376913,4.0,512.6754418245416,0.7506081663464853,0.0,1.0,53.4801295930193,0,0.17606262700617284
user_00069,17.095015074055915,1.6110765861885508,2.0,550.859078463569,0.3871481871704983,0.0,1.0,256.0197731141767,0,0.6573418691072119
user_00070,33.33368250555329,3.600889322464635,2.0,211.15090394023298,0.31874239689419,2.0,1.0,87.0760759752134,0,0.2697835574600611
user_00071,61.36670182773909,2.870737766568971,0.0,378.50193463584907,0.6156028097595136,0.0,1.0,49.8666655225445,0,0.4034694670854447
user_00072,34.29084457581364,7.604954933072317,1.0,244.146727788692,,0.0,1.0,,1,0.21290281322999913
user_00073,8.334237798802237,1.3774210941073561,1.0,589.1532661541188,0.4149743683053942,0.0,0.0,,1,0.6339609473339982
user_00074,26.29081532486413,1.0,3.0,359.9714106239656,0.6757568620358408,1.0,1.0,51.44477777129728,0,0.0679335377585413
user_00075,21.437533490912653,1.9366974890807829,2.0,391.51508001909343,0.5757365930659536,0.0,1.0,,1,0.2929039644807144
user_00076,6.854234457319241,,0.0,713.3597810080291,0.3159128522217356,0.0,0.0,57.16369141334306,0,0.8104082130401136
user_00077,34.51921840159505,2.0310828196558695,4.0,316.01462471669834,0.7281514252696165,0.0,1.0,,1,0.2474916927011947
user_00078,10.26293974618087,1.0,2.0,551.7424306677332,0.28772921612171254,0.0,0.0,39.92083100152627,0,0.624074263035526
user_00079,32.40379739256951,4.307938147059783,2.0,244.18519989973316,0.5292142155387174,,1.0,46.21049166378988,0,0.4279210612445242
user_00080,17.682917843127484,4.0526975245915065,0.0,456.11132161225925,0.4656307395046656,0.0,0.0,,1,0.47710887146524805
user_00081,18.72646502843866,1.0,0.0,432.71531080742915,0.46062262102045565,1.0,1.0,,1,0.46578799138847304
user_00082,12.355491079398474,5.419595231086318,0.0,1214.9468234863816,,1.0,0.0,134.0272776122363,0,0.5135804210721432
user_00083,30.4900082173136,7.122117334254898,3.0,352.2413615637791,0.8440078365953037,1.0,1.0,,1,0.12713849799515378
user_00084,23.23295022330514,1.0,1.0,329.7701433315479,0.2646248293782749,0.0,1.0,,1,0.6182205655156968
user_00085,717.0091676544015,2.52804758274697,2.0,403.24583528012556,0.3272130494226624,1.0,1.0,97.92501066423875,0,0.3501962040604701
user_00086,23.48914824039495,3.041170313602488,1.0,216.18682389753423,0.5819374511444423,0.0,1.0,,1,0.16201330295165048
user_00087,37.22773147815398,1.9808103013895189,2.0,235.81722204357743,0.24544441549095572,,0.0,,1,0.6378900765792074
user_00088,11.683783942013756,1.0,1.0,537.0984270182454,0.3865025199115799,0.0,0.0,306.9115956091948,0,0.6872033911754705
user_00089,17.11379729845791,1.729706802314166,4.0,312.7588032298931,0.5433067532662968,1.0,0.0,38.09711783440637,0,0.2389583244742792
user_00090,30.4667311478029,2.318917982426025,2.0,592.9416390703619,0.434243251146336,1.0,1.0,407.41423976233773,0,0.4485406822626557
user_00091,25.374267285392044,2.9277552331525385,5.0,201.24047287553537,0.792989164103046,0.0,0.0,50.15423111161078,0,0.21878916183310596
user_00092,16.21536648932047,1.1789936904460583,1.0,730.1019921058021,0.5069203693106749,0.0,1.0,,1,0.5281397118678616
user_00093,31.19644722029108,1.9436306999221518,4.0,,0.5346528930979075,0.0,1.0,147.35050373122172,0,0.24305870604025165
user_00094,8.77532440812543,1.3341363464358837,0.0,448.4142103523356,0.4519497063786462,0.0,1.0,,1,0.7040661927318614
user_00095,399.1315188300847,4.595894826521709,1.0,1107.675814772112,0.6034718836236936,0.0,,68.56935381025595,0,0.4522935008096252
user_00096,28.547258841435713,1.1836063639197216,4.0,251.91628096007068,0.7313955564454222,0.0,1.0,27.709591299812747,0,0.06728003743718135
user_00097,16.696523846076616,1.0886754255281623,2.0,510.8371530610037,0.6159195687446021,0.0,1.0,63.30553010945291,0,0.3592001693188797
user_00098,30.467968582791777,2.527016086390844,4.0,524.1807329713614,0.3935446420214736,0.0,1.0,,1,0.323706051638863
user_00099,27.67282939722125,5.0148516702117165,2.0,451.5089985360947,0.6392753475776235,2.0,0.0,,1,0.25017283524133166
user_00100,12.950557175668424,2.634373851622395,2.0,366.46388065090997,0.6902729943551008,1.0,1.0,28.511743966372002,0,0.2451925214435392
user_00101,12.900776233968898,1.9174606995267944,1.0,500.5357856639572,,1.0,0.0,250.93819965364295,0,0.555496534247536
user_00102,27.402292769795107,2.5528438480213858,5.0,,0.6729895347538771,0.0,1.0,37.94467101149895,0,0.21539083793094413
user_00103,15.08821365637594,3.965897632038792,1.0,736.9612585253875,0.29918988336503405,0.0,0.0,70.6940037965505,0,0.43973707147750474
user_00104,32.49335822356694,3.2950494979044977,0.0,501.4843833761766,0.8270350560939148,3.0,0.0,55.134949206123906,0,0.20182027141590136
user_00105,18.881738834155197,3.7636454806392114,3.0,522.2572799542462,0.4860929912952696,1.0,1.0,,1,0.3120711683439646
user_00106,15.68222812115279,2.6919858512208434,3.0,620.5191480438798,0.5518952636949241,1.0,0.0,76.90187571772474,0,0.48362961815241295
user_00107,36.525114675746956,3.232906950130725,2.0,852.1398359797821,0.32025346835162555,1.0,0.0,,1,0.6609258949610741
user_00108,36.80651583338961,1.24652494780296,1.0,140.46852895904692,0.5674333735990369,,1.0,46.0175368537301,0,0.06477577564449714
user_00109,11.196523102310824,1.046702168481581,4.0,778.7980862152931,0.5271220736356864,2.0,0.0,,1,0.5143269703212153
user_00110,22.83686540129723,3.4658011180314223,2.0,245.52633541778388,0.5014867022058099,0.0,1.0,,1,0.3369552280800342
user_00111,9.326308698588509,,1.0,652.0374005369066,0.24831379086608424,1.0,0.0,,1,0.7474412935683044
user_00112,26.01729755761283,2.9251363046229195,2.0,313.8456637571001,0.4776743464051476,0.0,0.0,,1,0.36068307965154295
user_00113,33.80013396106284,1.0,4.0,213.8383023559066,0.495310361654563,0.0,1.0,71.38250801223606,0,0.19825145876209485
user_00114,45.73854167247658,1.8247951204787292,1.0,600.1675247124045,0.5987083993330742,1.0,1.0,,1,0.14976060963183863
user_00115,20.396943185775665,1.9793246366239021,4.0,363.2963859034699,0.45676497685566203,1.0,1.0,29.921862242828002,0,0.37273483867628726
user_00116,60.46925470450806,5.52968173902422,2.0,272.5646756901606,,3.0,0.0,43.77782532319672,0,0.1803083470798535
user_00117,14.584057254144966,6.650184091534842,5.0,543.2076004843615,0.5077047459043162,0.0,0.0,,1,0.354403291154914
user_00118,24.061246710131417,18.21405580524407,1.0,271.4591939286533,0.37158797088731704,0.0,0.0,24.31262817872556,0,0.309829281466469
user_00119,14.96150560193334,1.0979075762717871,2.0,,0.844050767613028,1.0,0.0,,1,0.5804318526154659
user_00120,25.196994615749652,3.0218211145842573,1.0,239.18592935356884,0.6570929636984366,2.0,1.0,66.36758047151818,0,0.24510053263797255
user_00121,10.465229957663443,1.0,0.0,1288.1501415073433,,1.0,0.0,,1,0.9220988064186716
user_00122,18.484732412431395,1.542353739572578,4.0,,0.46082921824422185,1.0,1.0,49.793902593405804,0,0.5095937307688021
user_00123,17.168891542140923,2.3935395393167878,1.0,437.7271269201237,,,1.0,67.83394501191391,0,0.33514147347077833
user_00124,23.556983352980662,1.759384420494162,0.0,321.32086060876713,0.34030726615178847,0.0,0.0,113.40005279961056,0,0.6395026610230062
user_00125,14.849722056751938,3.7993244670060755,3.0,492.5860773541309,0.765655821535527,4.0,1.0,30.829236640418337,0,0.19626724560938597
user_00126,25.279323674581242,1.576188409618422,2.0,272.20168136144895,0.7424330130321363,1.0,1.0,193.86522362845923,0,0.1439052564330769
user_00127,18.197045734421774,1.8094062988345636,1.0,,0.4798633646254972,1.0,,197.61514321187485,0,0.45967284575530937
user_00128,4.177958363346301,1.6885881974718802,,690.400744821319,0.2585165623076658,0.0,0.0,,1,0.7270673293108063
user_00129,36.654617098969474,5.2707485521146324,4.0,408.62348462578854,0.335814158007756,0.0,1.0,,1,0.35479129538651
user_00130,13.088387450585298,5.1385618594700135,0.0,601.7424648456948,0.6830726831547937,1.0,0.0,194.6696158642503,0,0.5920517658483128
user_00131,43.73754953189561,5.411110568655457,2.0,385.05299013144923,0.5246014685673159,1.0,1.0,89.44118018744467,0,0.19639036866587095
user_00132,43.4931690612015,3.3178147793426964,3.0,217.11858836140283,0.3252672529906491,0.0,1.0,67.45473701305686,0,0.2568683127763231
user_00133,41.165921754938445,2.6763742617914406,0.0,535.4228126883778,0.33593772943101385,0.0,0.0,159.25486102900675,0,0.6281367439201294
user_00134,23.431160148666095,2.170735339286996,3.0,,0.7101853817851086,1.0,0.0,,1,0.1825299734396206
user_00135,33.60447271396325,2.7110810383597914,1.0,489.64079733545697,0.7891847077168571,0.0,1.0,35.01321921598286,0,0.06987019446610038
user_00136,,4.313375510196929,3.0,765.5738997170399,0.7513105878485078,0.0,0.0,,1,0.38457138876560537
user_00137,23.790080304848967,4.4962927857194055,0.0,354.08268364128435,0.6864799781927274,2.0,0.0,,1,0.4026507663541022
user_00138,24.511699151504914,1.8519611167368701,3.0,547.9064224421464,0.5750686271682037,0.0,0.0,113.36367993224846,0,0.4623648714617812
user_00139,13.309544796554311,1.6506222366889989,5.0,468.6265639099574,0.6356169629393927,2.0,1.0,25.189140957518415,0,0.3144783020693549
user_00140,54.627587250137736,2.3374763863658012,2.0,907.2572851745199,0.6730882063054059,0.0,1.0,46.12768904478676,0,0.21261919232892085
user_00141,16.922530195576144,1.0,3.0,374.83349709714463,0.43882586770054904,1.0,1.0,72.4175354409538,0,0.43599479473168806
user_00142,,1.1899401643867804,0.0,633.2236593352065,0.32466325142318514,1.0,0.0,119.70530967753136,0,0.5806655480330641
user_00143,21.803867268096162,55.53393493927087,2.0,289.98265879416283,0.7218451030885131,,1.0,14.336016656841437,0,0.1003697697452493
user_00144,30.50512521964469,1.0,1.0,970.3828526070167,0.3043673302869684,0.0,0.0,,1,0.6612356171961694
user_00145,47.88384226911118,2.2152256485480852,1.0,277.47048539299476,0.4360245662564948,0.0,1.0,40.58615217037292,0,0.37418786924011105
user_00146,43.5973734325519,6.478882706250042,1.0,276.10324570243756,0.4338764149527956,1.0,1.0,51.96264131533869,0,0.4189629580472287
user_00147,36.40814217256141,2.728722793273224,2.0,303.20952367815613,0.7167872177924216,1.0,1.0,39.67505177486347,0,0.36573734497905097
user_00148,31.406847519762383,6.038765433425258,0.0,828.8433289722911,,1.0,0.0,,1,0.4917366075068296
user_00149,22.846287423039573,8.787500692581384,4.0,177.51676640487142,0.6491756402556935,2.0,,252.2286363117034,0,0.20921534735081673
user_00150,15.729328387874622,8.642777101307566,3.0,596.6053653769604,0.4057662720270728,0.0,1.0,89.74997851164937,0,0.27208010320455317
user_00151,8.290537150321095,1.0,3.0,668.0470103064808,0.37525960601822467,0.0,1.0,,1,0.6773564434444306
user_00152,44.89141391302985,5.139870363090948,2.0,517.1685844173134,0.4152461334345801,0.0,1.0,,1,0.3730159083608653
user_00153,24.055852105001577,2.4511959206062857,0.0,948.292760532455,,1.0,0.0,48.38966937824456,0,0.5868292139804446
user_00154,9.963949411967366,1.5863337590652915,0.0,611.2786370184594,0.17757708752238696,0.0,1.0,,1,0.7471676498872866
user_00155,36.38708317603269,3.5758786785662924,2.0,463.6557508864486,0.5008423447183911,1.0,1.0,109.62599647833339,0,0.4079441035874902
user_00156,16.59502122329767,,2.0,761.0023244712057,0.6202299141676297,3.0,1.0,85.51443653042965,0,0.49083960489058004
user_00157,26.470674277947342,83.35948289852637,4.0,522.8884333554543,,1.0,0.0,153.5772684762301,0,0.2176554361145747
user_00158,9.064995701338608,,0.0,800.3495440149111,,0.0,0.0,230.02353164370646,0,0.9067479340459657
user_00159,12.093931928286397,1.0,0.0,733.3606715417989,0.555284008982989,1.0,0.0,,1,0.5244305083633225
user_00160,26.03136695060681,4.8514518716411,2.0,717.8885290692224,0.4412811714000485,0.0,0.0,17.730566288459944,0,0.49747313640435237
user_00161,26.413384634634685,2.336224407508789,1.0,823.5614733188206,0.7272425879595649,1.0,1.0,59.95693099873519,0,0.36491367923643053
user_00162,6.79085581866885,1.0,2.0,1458.502721116036,0.44442124022449825,0.0,0.0,,1,0.7794645947166248
user_00163,17.40812095597207,1.0,1.0,929.7039079570459,0.2585769338562846,0.0,0.0,,1,0.6309693170983415
user_00164,31.717653777644003,1.4518841775584816,3.0,350.77111587525144,0.4278459429747555,0.0,0.0,,1,0.456655171809217
user_00165,22.991970181437605,2.1521513651039896,1.0,499.70762991039777,0.8480432063953336,0.0,1.0,,1,0.30414158472526537
user_00166,8.616125055941966,1.062895139397663,2.0,178.92379271208412,0.7480471256691796,0.0,1.0,,1,0.32142227899395037
user_00167,14.088727925887452,1.0323442207785134,5.0,647.578517989341,0.530141657812644,2.0,1.0,39.50139145927378,0,0.30774030352998305
user_00168,15.64166066154021,2.1740699443983638,1.0,308.69197773819616,0.7380481445791753,3.0,0.0,96.54330585043574,0,0.07652566547683634
user_00169,29.934569104890898,2.692250051283336,4.0,734.2481762650376,0.3237193289219839,0.0,1.0,85.96751506159485,0,0.43751735444731343
user_00170,21.9008707246087,1.355313271073262,5.0,,0.38387305439795016,0.0,0.0,301.09239001182726,0,0.4822566418306044
user_00171,17.771981071004017,84.67706806733926,2.0,640.4351047526487,0.6212421695855752,1.0,1.0,81.66419190794765,0,0.267597947815158
user_00172,14.128061024477148,71.85776638019729,3.0,11591.447426682775,0.24566348268700428,0.0,1.0,128.52832988407405,0,0.6226734167872511
user_00173,72.19150718070003,8.316747217264227,4.0,424.256156876711,0.675139028850775,0.0,,17.57857630475924,0,0.06910004663888682
user_00174,15.274173126744117,2.496733936658959,2.0,323.4172870296693,0.2969745330673574,1.0,1.0,105.56415923678615,0,0.4765739825302123
user_00175,30.917103287513978,80.27253553413289,5.0,354.10821399172687,0.45147034453636176,1.0,0.0,,1,0.3957618960495945
user_00176,32.63039111542543,1.6013188274667058,2.0,325.307661964068,0.472871675544089,0.0,1.0,97.53835780939004,0,0.31967367972515387
user_00177,25.635724279375708,,2.0,448.50522555638787,0.3814700949806976,1.0,0.0,91.52221036034132,0,0.26948204717904595
user_00178,24.971829290315657,1.0679160353204094,1.0,617.7184936572303,0.19942496546488558,1.0,,66.08749958801606,0,0.43293894444230263
user_00179,22.403035896987237,8.809448722922188,2.0,346.82831369580515,0.6948977903762044,0.0,1.0,60.11510340236662,0,0.12415926117289336
user_00180,18.097824524052736,2.5187434670319497,0.0,408.95644192503823,0.5463662866311275,0.0,0.0,220.26534690161185,0,0.43926278251675704
user_00181,25.463288721908768,1.2776795055694508,,222.00884629231146,0.6125201616492372,0.0,1.0,31.92310797933415,0,0.22674894960396672
user_00182,16.683861762109583,1.3605273867268368,0.0,603.4480536335251,0.48761046353093235,0.0,0.0,186.373992147167,0,0.36245016121837736
user_00183,19.475935953074426,2.9156117638418624,3.0,322.82507703090675,0.8399893499906507,0.0,1.0,25.03484265798904,0,0.2324221522137369
user_00184,,1.8657406627612496,5.0,222.48554675973722,,1.0,0.0,62.26164815595034,0,0.16453637642860522
user_00185,21.51888657967937,1.2053748870819578,,216.92052855170132,0.7647337806558363,0.0,1.0,24.21912028315379,0,0.06292371558076075
user_00186,13.560312340106835,1.0,2.0,962.0055939526801,0.31333891882967574,0.0,0.0,100.60041907693513,0,0.6385958853506469
user_00187,8.878098935013275,2.084349104145695,0.0,264.10232343693406,0.640798381703443,3.0,1.0,313.1979301546289,0,0.4545201107528702
user_00188,12.260931429063131,1.0,7.0,528.6362339049767,0.30025359685769837,0.0,0.0,,1,0.34153407032490285
user_00189,34.88942624211252,1.0,2.0,534.5545024707974,0.5128963123539807,1.0,0.0,96.35466979356558,0,0.5344722707452496
user_00190,22.66177427759114,3.7118150786586175,1.0,720.1215351117094,0.5746945752182787,1.0,0.0,,1,0.4443234489901413
user_00191,18.37040000731013,1.0,3.0,462.10033582900155,0.228823220366241,,0.0,,1,0.6582452304553876
user_00192,35.77411083896988,3.8448731108968497,3.0,428.3727329655711,0.6338841695931978,0.0,1.0,30.66523750023193,0,0.21567532260854758
user_00193,27.505900348269055,4.465807503805499,4.0,315.0610565858402,0.39192187189986166,1.0,1.0,,1,0.15746799990429378
user_00194,25.021625198620075,2.0446323863133222,0.0,594.6106598924271,0.5185834988357437,0.0,0.0,,1,0.7714701208055709
user_00195,22.73825843945742,1.1643817890138153,4.0,675.7425762466835,0.42456595981469775,0.0,0.0,135.27790053320865,0,0.5322490504812534
user_00196,8.627170173097754,1.6648770013074317,,287.4924545413682,0.11905392781182976,2.0,1.0,,1,0.7852027854841795
user_00197,14.92451502133158,2.0606111188813654,1.0,,0.3163045581261693,0.0,1.0,,1,0.5010226870300726
user_00198,,2.2713560195774045,1.0,507.06910982031206,0.5299962285563462,1.0,1.0,164.12875716158683,0,0.20527620919806033
user_00199,19.015602167087916,1.8172213798135917,2.0,225.39469212304527,0.6117220178810242,1.0,1.0,79.28517284052953,0,0.2576508959583668
user_00200,25.477374924808355,1.0,4.0,419.83379047461455,0.4183356511754926,2.0,,143.92537644054818,0,0.42000399369176306
user_00201,10.487951894191058,3.0015106957738587,1.0,530.4646331673953,0.588593300171021,1.0,0.0,274.32099984078775,0,0.4671324218757601
user_00202,29.268655042062534,2.718327477312877,,552.8190055783581,0.39009292378110116,0.0,1.0,,1,0.34055022952544806
user_00203,,2.7303083526332936,1.0,729.396620587553,0.42939789493400227,0.0,0.0,,1,0.5797372588089172
user_00204,24.294255020117916,3.196652041401203,1.0,361.2032566344189,0.5392025154063228,1.0,1.0,,1,0.25220671344212287
user_00205,20.344110513010413,6.448717812794882,3.0,495.3835889542257,0.48305597810011924,1.0,1.0,59.64506600531781,0,0.26225778441641867
user_00206,27.9072015687405,1.694940411745834,2.0,389.5427769427007,0.4453170184475798,1.0,1.0,36.01369522148615,0,0.39416200483843944
user_00207,19.392560435171635,,2.0,480.04217765478285,0.566574350098467,0.0,0.0,,1,0.5059527244152849
user_00208,14.35037231649947,2.857429559600481,2.0,431.3901739732264,0.47948769058330654,3.0,1.0,99.91693841734201,0,0.38156848881618394
user_00209,13.383181683183535,1.6943542419308777,2.0,516.8645148908947,0.4199280002792984,1.0,,,1,0.3826135188888719
user_00210,10.226512760973074,1.8757467679721986,2.0,281.986049912151,0.21887032482739566,2.0,1.0,30.693287205589645,0,0.31254110042867833
user_00211,,1.33629298100621,1.0,483.1358927429133,0.5372304669726877,0.0,,198.09134192241072,0,0.13893926220181682
user_00212,20.857636139746308,1.6279468873599878,3.0,1006.8425330762495,0.17628163017026338,0.0,1.0,,1,0.6093121846802286
user_00213,9.084354380000219,1.4916352921566387,4.0,539.8271460525509,0.5689051458013696,0.0,1.0,,1,0.4271599557586934
user_00214,14.411399647886304,1.661282647423363,0.0,325.64881732026765,0.3954845077668327,,1.0,,1,0.5043275724377663
user_00215,17.637016248475838,5.3302292246581455,0.0,605.1732930695051,0.2788301770554805,0.0,0.0,55.32992818139415,0,0.6070983886537382
